Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
26.7,61.2,3.1,11,6.5,9.4,0.42,1.6,338,Moderate
27.7,72.7,7.3,20.9,11.6,5.8,0.57,3.6,287,Good
26.2,71,26,38.3,42.2,19.2,0.52,0.9,282,Moderate
30.1,80.9,39.3,48.4,16.4,23.8,0.58,3.3,305,Good
17.4,81.2,8.5,19.5,35.1,17.9,1.09,1.7,328,Moderate
22.3,54.6,10.2,18.7,15.2,10.1,1.05,16,290,Poor
19.4,38.2,41.7,49.5,24.4,24.5,1.25,1.3,271,Poor
21,64.1,40.6,48.1,24.8,18.6,0.96,3.2,298,Moderate
25.1,37,13.3,22.3,23.6,16.3,0.88,0.2,306,Moderate
23.9,80.8,25.7,39.1,3.7,16.4,0.91,7.7,287,Hazardous
19.7,49.7,6.8,25.8,23.8,8.3,1.09,13.9,290,Poor
29.1,64.7,50.2,61.8,9,15.5,1.18,8.3,287,Poor
30.7,44,17.2,34.4,9.2,7.9,1.28,13.6,267,Good
25.9,83.6,2.2,3.6,18.2,17.5,0.76,9.2,299,Hazardous
29,40.5,104.5,120.3,17.2,18.6,1.14,2.2,312,Good
27.5,71.3,18.7,31.4,27.4,7.3,1.15,0.1,310,Poor
24.8,72.7,37.3,48.8,13.7,29.6,0.59,3.6,295,Good
29.3,62.2,22.6,43.2,33.8,16.2,1.1,2.4,319,Moderate
27.2,65.4,54.6,64.9,5,22.2,0.32,9.6,300,Good
21.2,59.5,35.1,48.7,35.1,0,1.3,1.4,286,Good
29.8,51,18.7,31.5,57.2,16.2,1.51,3.4,293,Good
18.2,59.6,60,78.7,12.8,17.2,0.81,7.5,284,Poor
28.8,56.7,2,17.1,-9.4,23.5,0.82,1.5,320,Poor
25.5,63.5,11.7,22.5,14,12.7,0.41,4.9,300,Moderate
26.3,34.4,68.4,78.6,20,2.9,1.42,7.8,293,Moderate
23.4,31.3,72.4,87.9,29.7,7.8,1.47,8,319,Hazardous
29.6,55.7,15.8,27.5,-2.5,19.4,1.05,7,324,Moderate
28.4,65.2,40.8,46.7,33.7,19.5,1.48,3.9,324,Hazardous
20.7,48.9,4.6,13.3,33.5,22,0.83,5.3,288,Moderate
32.8,67.2,12.8,23,14.6,5.1,0.67,23.8,302,Good
15.6,63.4,23.3,30.1,18.3,0,0.51,6.5,292,Good
28.8,43.8,3.1,14.2,38.9,15.3,0.46,8.6,264,Moderate
27.5,42.7,11.9,17.2,17.1,10,0.36,15.3,305,Moderate
27.7,59.8,17.5,25.8,9.2,10.3,0.79,2.3,327,Moderate
32.7,55.1,6.7,14.6,12.8,10.9,1.01,0.3,307,Moderate
23.7,64.2,17.4,33.6,11.4,16.8,0.65,2,341,Moderate
23.2,65.6,21.6,31.7,54.6,10,0.55,3.2,291,Good
13.6,30.7,37.8,39.7,3.3,28.6,0.61,2.8,338,Good
33.8,68,4.6,14.6,18.5,21.2,0.49,1.4,286,Moderate
19.2,65.1,16.2,35.6,21.7,16.5,0.71,4.3,296,Poor
39,49.6,31.7,50.4,13.1,30.5,0.59,0,268,Moderate
25.9,47.6,93.1,95.5,13.6,1.4,0.78,1.4,323,Poor
30.8,68.1,27.9,40.6,40.2,4.7,0.61,13.4,306,Poor
26.3,73.7,20.1,34.4,16,22.6,0.51,3.6,323,Hazardous
23.1,91.8,4.2,12.5,16.6,20.3,1.23,1.4,308,Moderate
16,39.1,16.4,29.9,16.9,19,1.4,6.5,299,Hazardous
27.2,91.4,104.1,115.5,22.7,21.4,0.91,3.4,277,Hazardous
25.4,60.4,11.1,20.2,9.3,22.7,0.67,2.5,318,Hazardous
8.6,92.6,1.9,19.5,17.9,23.4,0.85,7,318,Good
27.4,59.6,26.8,38.2,15,9.1,1.15,3.1,315,Hazardous
22,69.3,18.2,24.2,15.8,16.2,0.88,6.9,292,Poor
30.1,49.3,20,31.2,32.5,13.3,0.35,4.9,284,Moderate
29.1,69.4,11.2,9.5,17,14.5,1.24,5.1,299,Poor
20.1,75.7,13.9,12.8,14.7,9.5,1.41,1.6,292,Good
25.2,67.1,20.3,21.9,20.6,6.9,0.78,0.5,295,Moderate
22.1,73.7,8.1,16.6,20.7,19.8,0.81,1.8,295,Good
16.4,64.5,5,18,17.5,17.2,0.53,3.7,304,Poor
25.8,38,29.9,39.4,35.7,9.9,0.89,1.5,303,Poor
27.4,72.9,66.2,68.2,21.3,17.1,0.92,2.6,325,Good
21.9,53.9,25.5,29.3,22.6,14.3,0.38,2.9,298,Moderate
12.5,46.3,52.9,58.8,37.4,19,1.18,3.7,306,Moderate
30.1,66.4,8.6,23.9,18,0.4,0.91,6.1,296,Poor
28,56,7.8,24.1,20.4,10.1,1.18,0.3,310,Good
26.4,46.3,24.6,27,34.3,15.4,0.79,4.4,294,Moderate
28.5,57.7,12.5,16.8,28.3,13.8,0.51,12.9,283,Poor
30.4,54.2,26.6,40.2,11.7,30.6,0.96,0,314,Hazardous
29.8,52.4,85.6,101,15.7,14.3,1.06,4.8,296,Good
20,63.5,9,6.3,16.9,0,0.64,13.2,293,Good
25.1,52.3,11.8,15.5,32.4,21.9,0.95,2.4,318,Good
27,62.9,81.4,94.1,21.1,21.6,1.35,1,274,Moderate
23,23.3,77.1,81.8,14.8,14.7,1.24,4.7,310,Good
33.8,77,24.2,37,4.1,19.9,1.17,15.9,314,Good
24.8,57.5,85.4,91,37,8.7,0.81,5.5,333,Good
13.6,69,30.8,43.4,25.2,8.1,0.94,2.9,286,Poor
29.6,58,1.5,14.3,28.6,11,0.9,2.2,301,Good
14.2,87.4,46.4,56.8,12.4,9.9,0.76,4.8,332,Good
28,76.9,44.1,55.3,19.8,12.2,1.21,13.4,310,Good
27.3,69,22.7,27.5,21.5,17.1,0.87,0.4,271,Good
18.1,48.6,50.6,59.5,20.6,21.7,1.17,9.5,312,Moderate
17.8,68.6,16.8,24.1,24.1,7.7,1.22,0.2,299,Moderate
24.7,53.1,73.6,80.5,12.8,5.8,0.93,7.7,274,Poor
34.9,40.7,14.5,28.1,20.2,24.7,1.11,1.5,300,Good
27.8,49.5,1.6,18.9,32,14.5,0.84,3.8,313,Good
33.7,51.1,5.2,21.5,26.9,17.3,1.43,2.4,307,Good
20.9,47.4,63,73.2,24.8,13.5,0.51,18.7,317,Moderate
28.5,46.3,3,12.6,33.8,12.3,1.08,2,303,Poor
25.6,51.8,4.1,16.4,7.3,18.9,1.04,0.3,317,Moderate
27.4,63.6,2.9,9.3,12.4,8,0.67,1.7,277,Moderate
28,52.3,25.2,42.5,43.9,12.4,0.69,1.4,307,Moderate
25.1,68.2,45.8,57.7,28.6,1.6,0.67,4.2,330,Moderate
30.5,67.2,7.7,9.1,9.8,24.7,0.48,2.8,269,Moderate
22.5,86,72.3,82.8,27.8,17.2,0.95,10.1,286,Moderate
30.4,43.1,110,120.8,24.6,19.7,1.38,22.3,285,Moderate
24.2,77.3,95.4,101.3,8.3,9.7,0.95,3.8,303,Good
26.8,40.1,1.3,4.1,22.7,17.9,1.24,1.1,314,Moderate
24.4,73.2,11.4,22.5,13.4,16.1,1.22,0.7,266,Hazardous
25.1,77.3,37.5,40.1,20.2,3.2,0.9,1.1,274,Moderate
32.7,38.2,94.7,101.5,22.4,20.1,1.1,3.8,324,Hazardous
33,70.9,7,20.9,25,20.7,0.89,2.8,305,Good
27.4,45.5,82.9,88,16.2,16.1,0.81,4.7,290,Good
27.2,51.1,2.2,10.7,7,23.6,0.73,7.9,292,Good
26.4,74.4,18.5,29.6,30.5,18,0.94,3.1,303,Moderate
20.7,60.3,110.7,120.3,31.1,12.3,0.71,13.1,321,Good
33.9,58.2,10,11.2,18.6,6.4,1.32,6.1,302,Good
24.9,100,152.7,162.9,13.3,9.1,0.77,6.7,296,Good
25.9,48.8,32.5,48.7,41.9,14.9,0.8,9.6,339,Poor
22.6,47.5,7.6,13.6,33.2,12,1.24,11.4,295,Poor
24.9,62.3,33.5,47.7,31,18.5,0.91,1.3,313,Poor
23.6,54.2,26.1,39.6,35.7,18.1,0.84,15.1,302,Good
34.6,74.1,17.6,27.5,21.8,30.8,1.08,1.4,301,Moderate
21.8,55.6,31.3,41.8,45.9,10.1,0.82,5.3,283,Poor
25.3,46.9,26,38.8,39.4,11.1,1.03,6,307,Good
22.9,64.8,57.1,72.2,6.4,9.5,1.08,2,329,Poor
20.1,62.1,24.7,38.9,26.1,8.4,0.94,0.7,302,Poor
19.6,72.3,55.4,67.5,46.4,13.7,1.07,1.4,309,Moderate
20.3,55.7,53.9,63.6,21.4,3.6,1.21,5.7,301,Moderate
19.1,76.6,10.6,15.2,14.5,11.1,1.33,3.7,276,Poor
23.6,43.4,52.7,60.1,-1.5,10.7,1,3.2,281,Good
27.3,59.5,65.7,73.5,18.5,9.6,0.51,0.2,290,Moderate
22.5,58.6,46.4,57.8,10.7,27.6,1.13,4.1,293,Moderate
24.4,23.6,31.5,40.2,12.5,2,0.66,0.3,264,Moderate
19.2,50.7,56.8,65.6,14.1,13,0.45,6.4,322,Moderate
26.9,58.3,2.7,21.5,-0.1,0.8,1.36,6.1,306,Hazardous
22.1,47.9,34.7,52.4,17.6,11.7,1.04,6.9,278,Good
26.4,54.7,18.6,31,21.4,6.6,0.23,0.8,268,Poor
23.6,92.3,20.9,28.4,34.1,31.7,0.9,0.3,329,Moderate
26.5,57,2.7,16.5,-0.7,14.4,1.18,1.3,298,Poor
22.8,94.3,24.4,36.5,23,7.8,1.11,4.5,273,Moderate
31.4,56.8,38.3,48.6,19.6,6.3,1.24,4.8,301,Moderate
23,60.3,35.1,48.3,16.2,0,1.08,6.3,287,Poor
28.9,53.8,87.2,100.2,6.2,23.3,1.3,0.7,285,Moderate
14.6,73,7.1,18.5,17.9,2.9,0.77,2,310,Good
25.4,46.8,17,31,27.4,6.2,1.14,7.3,288,Moderate
23.6,50.5,10.3,21.9,18,11.6,0.9,3.1,310,Moderate
18.8,72.3,57.6,64,-3.7,14.1,1.34,2.1,274,Good
26.4,63.6,72.8,85.3,11.5,9,0.81,2,273,Good
29.6,47,1.3,12.6,30.6,23.7,1.24,5.1,309,Poor
17.6,54.2,14.6,21.8,40.3,0.8,0.6,2.7,304,Good
33.2,71.9,68,79.3,25.9,18.5,0.85,4.7,305,Good
17.2,66.8,0.6,3.5,5.5,17.6,0.85,4.6,276,Poor
32.3,78.6,24.3,35.9,11.4,0.8,0.87,0.3,323,Moderate
39.7,55.6,6.1,7.3,19.5,20.6,0.7,13.5,286,Moderate
13,97.4,21.5,33.7,32.4,14.6,0.47,0,282,Moderate
29.3,83.4,74,87,19.5,16.8,0.47,2.6,312,Good
25.4,41.1,1.9,15,24.5,13.9,1.1,24.2,303,Good
22.4,67.3,50,59.2,20,22,0.63,5.1,324,Good
27.4,60.1,65.5,81.8,4.9,26.4,0.36,5.9,286,Good
22.5,89.5,2.6,6.9,6.6,14,0.69,0,307,Moderate
24.1,76.8,41.5,53.4,9,22.4,0.67,1.1,307,Good
24.3,52.9,49.2,64,18.3,26.4,1.02,1.7,292,Hazardous
33.8,39.2,8.6,8.5,29.5,23.1,1.47,3.6,320,Poor
21.7,69.7,1.1,14.3,9.7,21.5,0.77,4.6,331,Good
27.6,71,24.9,35.2,6.8,0,1.05,1.8,305,Good
16.1,75.6,28.7,35.6,29.6,18.4,1.17,3.6,312,Good
34.1,75.4,6.4,14.3,0.9,22.6,0.85,1.7,311,Poor
19.4,30.2,47,63,17.1,20.6,0.97,2.8,287,Good
16.1,36.5,4.7,10.9,0.9,17.2,0.88,4.4,266,Good
20.1,53.3,3.1,11.3,11.4,18.9,1.1,2.7,258,Poor
27.5,97,18.2,28.5,23.1,15.3,1.23,0.4,291,Moderate
32.6,63,14.3,29,18.6,5.3,0.08,4.9,303,Moderate
27.4,59.5,3.3,8,7.3,18.9,0.87,2.5,295,Poor
41.2,80.6,5.9,15.2,21.7,7.3,0.43,14.2,301,Good
28.6,58.3,34.1,40.4,36.2,13.5,0.61,2,285,Good
26.2,52.5,11.9,20.9,9,18.4,0.83,2.1,308,Poor
17.6,100,53.5,57.6,39.4,19.1,1.21,4.5,282,Moderate
28.1,61.1,21.2,34,24.5,26.4,0.33,0.3,297,Good
28.1,58.5,36.4,57.3,30.6,5.3,0.99,6.1,313,Good
20.2,67.4,18.3,29.1,11.8,18.5,1.16,2.4,309,Poor
26.9,46.9,37.1,49.7,10.1,17,1.05,3.1,295,Good
28.7,35.6,15.9,26.6,35.8,22.6,0.84,0.5,293,Poor
28.7,73.1,18.7,24.9,6.7,7.2,1.72,1.6,287,Moderate
28.1,69.7,3.1,22.7,20.9,24.4,1.01,0.6,280,Good
36.7,42.7,33,43.8,15.9,21.6,1.34,4.1,301,Moderate
13.3,72.3,0.5,14.1,38.4,11.6,1.18,3.4,297,Moderate
22.5,54.5,2.5,6.9,37,9.5,1.05,3.5,298,Good
23.5,51.5,11.8,23.6,23.9,25.5,0.81,7.9,314,Good
21.1,56.2,52.6,73.5,14,16.1,0.88,6.5,282,Good
22.1,68.6,4,11.4,6.5,7.7,1.58,8.8,312,Moderate
29.5,53.3,10.2,19.3,18.2,6.9,1,0.1,305,Good
29.9,35,7.2,21.1,13.4,14.6,1.05,4.5,306,Good
31.2,76.4,28.6,39.1,15.3,14.3,0.57,26.5,302,Poor
21.6,72.4,0.6,16.7,4.7,9.7,1.09,9.9,307,Good
26.9,55.5,1.3,9.8,16,27.4,1.15,1,313,Hazardous
27.1,72.9,8.8,8.4,24.9,28.4,0.74,4.2,303,Moderate
22,80,49.4,60.9,8.3,7.8,1.19,14.2,301,Moderate
23.4,68.5,72,84.7,1.9,17.3,0.68,5,302,Good
25.5,58.3,77.5,86.8,25.6,13.8,0.76,4.7,317,Moderate
19.4,58.8,9.4,15.1,10.3,3.8,1.43,11.4,304,Good
14.4,62.3,6.6,17.9,13.5,20.6,0.94,9.2,312,Poor
31,48,29.1,43.6,16.6,14,0.58,9.5,305,Hazardous
27.4,77.6,19.9,33,14.7,10.8,0.99,5,268,Poor
28.3,66.2,7.3,17.2,23.4,25.3,1.02,3,288,Good
19.4,68.2,102.7,113.5,23.6,9.9,0.76,0.7,306,Good
17.2,58.6,19,23.5,14.9,13,1.15,1.1,304,Good
28.9,62,9.3,21.4,20.3,14.4,1.23,1.6,303,Moderate
26.5,75,19.5,25.6,15.9,8.8,0.5,8.1,314,Moderate
25.5,77.5,17.7,18.6,34.3,8.4,1.12,2.4,322,Moderate
19.6,51.4,2.8,16.3,24.9,11.9,1.09,13.8,301,Poor
36.9,56.3,26.3,36.7,13,13.2,1.01,6.7,280,Poor
30.9,74.8,71.4,86,29.8,9.5,0.69,3.9,287,Good
21.2,50.5,23.7,32.3,11.7,12.2,0.8,3.1,303,Moderate
26.9,64,3.9,13.2,28.4,14.3,0.81,0.5,334,Good
26.5,49,44,51,26,12.1,1.1,8.3,279,Good
24.3,67.5,5.7,18.9,4.7,24.4,0.21,2.2,271,Moderate
38.5,38.2,1.5,16.1,34.6,16.7,0.67,3.1,309,Good
18.7,79.8,69,75.7,4.4,24,0.9,11.8,297,Good
20.6,39.3,7.9,23.2,-7.8,14,1.16,3.6,316,Moderate
25.7,41.7,17.1,30.9,31.7,25,1.11,1,307,Good
31.4,60.7,8.3,22.9,7.4,28,0.74,2.5,283,Hazardous
34.2,78,15.2,28.2,21.6,22.1,0.88,13.4,326,Good
23,65.3,50.8,58.9,17.8,13.7,1.1,2.2,271,Moderate
23.8,66,9.7,18.2,17.8,6.7,0.55,2.7,314,Moderate
21.2,32.9,12.6,29.4,8.9,22.9,1.49,6.3,323,Moderate
15.6,67.8,4.2,17,23.2,14,0.58,4.9,289,Poor
34,43.7,41.9,44.8,8.1,10.7,0.64,24,334,Moderate
30.9,51.9,74.3,79.1,66.4,21.2,1.14,0.9,308,Poor
26.6,50.8,105.5,106.6,29.7,4.6,0.6,0.1,294,Good
15.7,51.1,122,135.3,12.6,13.6,0.93,3,283,Poor
23.7,58.9,11.6,12.4,26.4,13.8,1.2,2.3,303,Good
28.6,66.2,44,53.4,28.6,10.6,0.99,0.3,293,Hazardous
17.7,76.2,27.7,36.7,35.2,29,0.4,2.3,291,Good
21.1,50,15.5,20.8,5.8,18,0.73,10.8,291,Good
33,48.5,85.8,97,21.6,24.8,1.06,0.7,313,Moderate
20.5,44.2,28.4,42,8.8,18.2,0.58,10.2,282,Good
29.5,76.6,25.3,41.2,-1.4,16.6,0.85,1,292,Moderate
25.4,57.7,71.2,87,-9,3.3,0.68,20,273,Good
35.6,44.5,12.6,24.1,13.7,14.2,0.73,4.7,270,Good
27.6,59.4,49,59.3,8.6,4.7,0.65,2.1,284,Good
38.2,53.6,18.1,27.5,5,13,0.81,4.8,322,Good
24,79.2,20.2,37.6,12.8,17.8,0.67,10.6,305,Good
27.6,48,6.7,8.7,31.8,6.5,0.89,1.6,302,Hazardous
29.7,64.5,122.3,126,9.1,8,0.88,15.9,293,Good
25.4,72.7,10.1,28.1,18,16.6,0.65,4.9,302,Good
26,34.8,60.7,65.9,11.8,15.7,1.08,1.4,309,Good
23,92,20.7,30.5,16.7,17,0.85,15,283,Good
33.2,30,68,79.9,24.5,20,0.83,5.3,313,Good
37.2,74.7,23.1,25.5,34.5,14.1,0.94,4.5,264,Moderate
28.1,47.1,5.9,21.7,16.6,0,1.15,1.7,295,Poor
22.3,77.5,27.2,35.9,12.8,24.2,0.5,2.2,279,Moderate
23.9,49.7,22.1,38.2,13.3,23.8,1.04,7.9,308,Good
31.2,63.7,13.1,32.9,19.4,17.6,1.18,7.9,307,Moderate
30,54.2,6.6,25.1,12.3,29.6,1.02,1.1,280,Good
30.6,42.3,12.9,10.6,25.2,24.4,1.06,6.3,285,Good
16.2,69.1,15.9,25.7,30.4,21.9,1.17,0.1,312,Good
26.6,84.3,14.3,23.8,28.9,22.3,0.97,3.2,283,Moderate
26.2,77.4,4.7,19.1,48.3,21.6,0.73,1,324,Poor
19.4,52.3,51.3,58.9,14.4,4.9,0.74,0.6,305,Good
37,53.4,104.6,106.3,41.8,13,0.47,2.3,285,Moderate
34.1,83.5,14.2,29,29.2,28.2,0.91,0.4,298,Good
12.6,66.6,7.5,13.5,20.3,11.2,1.1,17,298,Moderate
21.2,42.7,10.4,18.5,18.6,31.1,0.88,0.7,286,Good
26.3,46.2,3.5,1.5,19.3,5.1,0.49,1.2,305,Moderate
31.4,51.2,8.4,7,13.9,5.7,0.86,1.3,312,Moderate
37.8,61.6,43.7,54.2,16,0.8,0.86,3.7,323,Poor
26.3,50.3,30.5,46.4,19.6,17.1,0.93,3.3,311,Good
28.4,55.7,27.4,42.3,37.7,30.8,0.81,2,299,Moderate
17.9,63.4,35.4,56.1,12.7,9.1,0.92,3,290,Poor
25.7,50.7,13.7,21.1,10.3,17.8,0.74,6,322,Good
26.1,46,20.9,32.8,16.4,12.9,0.46,5.6,319,Moderate
16.9,41.8,0.7,13,-0.1,7.2,0.91,2.8,298,Poor
30.9,85,6,17.8,67.1,11.1,0.89,2.6,285,Good
20.9,78.2,22.8,36.3,29.2,12.9,1.05,0.4,312,Moderate
15.7,51.8,19.6,27.3,19.4,21,1.6,3,310,Poor
31.9,39,213.7,223.8,17.4,18.1,1.18,0.5,314,Moderate
24.3,66,14.7,22.7,24.1,23.6,1.14,2.4,278,Moderate
34.9,69.6,56,66.6,28.9,15.3,1.17,4,330,Moderate
22.5,57.1,17.9,24.3,23,13.4,0.68,1,275,Good
27.9,69.1,58.1,67.2,34.9,17.8,0.94,0.9,292,Good
26.5,65.7,5.3,7,9.6,21.5,0.79,3.6,256,Good
24.2,66.2,14.1,19.6,35.6,19.9,1.36,2.3,311,Poor
21.8,48.7,15.9,25.7,14,6.2,0.41,0.5,288,Good
24.9,69.3,56.5,70.8,11,17.5,0.85,0.9,289,Good
25,58.6,18.3,36.8,36,13.9,1.44,1.8,276,Good
21.7,64.6,13.6,34.5,13.1,20.9,0.8,0.6,290,Moderate
25.4,72.7,47.2,63.2,2,5.5,0.76,3.7,293,Good
33.1,51.1,1.4,13.7,15.9,8,0.99,5.1,289,Moderate
25.1,74.3,16.3,19.6,27.7,20.1,0.95,1.2,284,Moderate
28.1,57.6,4.2,24.8,36.3,19.1,0.99,0.4,291,Good
44.6,31.8,5.4,19.3,27.6,15.6,0.18,0.4,271,Hazardous
21.1,46.9,33.1,47.7,23.5,0,0.58,14.4,305,Poor
31.6,54.8,9.4,19.9,34.4,31.9,0.93,2.8,281,Good
22.6,63.5,110.7,118.7,15.5,15.3,0.48,4.8,298,Moderate
32.9,64.8,62,74,42.9,21,1.01,0.6,320,Moderate
25.8,62,35.4,51.5,36.8,7.3,0.8,6.9,300,Poor
24.6,62.6,1.9,11.1,19.4,16,0.43,1.8,315,Moderate
30.4,28,51.4,58.1,15.3,5.9,0.98,0.2,298,Moderate
21.8,32.8,12.1,24,19.1,26.1,1.27,5,290,Good
19.1,97.7,66.2,76.9,20.1,12.6,0.86,16.8,306,Poor
30.3,35.3,11.5,15.4,16.3,29,1.04,13.8,298,Moderate
27.4,65.3,4.7,15.3,28.6,41,1.55,1.5,309,Moderate
20.2,59.8,5.8,12.5,26,25.7,0.03,1.3,288,Moderate
25.8,76.8,14.2,29.5,16.7,24.5,0.95,1.2,292,Good
21.2,52.1,1.4,-1,4.8,19.9,0.86,0.4,307,Moderate
21.6,84.3,2.7,19.3,5.6,24.6,0.97,2,299,Poor
23.7,65.3,4,4.7,33.3,22.4,0.65,3.3,284,Poor
34.7,47.9,49.7,65.1,22.1,20.1,0.94,6.1,315,Good
28.9,67.5,38.4,40.4,4.9,19.6,1.1,2.3,346,Good
25.6,73.4,7.9,11.7,16.5,0,1.1,2.8,301,Moderate
26,51.5,17.2,25.9,20.9,12.5,0.43,5.6,291,Poor
22.6,67.4,1.8,11.7,1.3,16.5,1.01,0.9,301,Moderate
23.2,61,1.6,2.1,7.7,15.6,1.36,8.2,334,Moderate
29,49.7,51.4,66.9,8,16,1.16,8.5,329,Poor
28,66.5,10,10.8,12.4,6.5,0.79,9.7,281,Poor
27.9,78.8,47.1,60.4,29.2,18.5,0.8,2.5,334,Moderate
28.1,70.7,54.3,74.2,18.1,15.3,0.55,3,333,Moderate
20.4,61.2,18.3,27.9,15.3,12.2,1.13,0,299,Poor
26.5,55.4,4.3,21,15.1,5.1,0.87,18.8,307,Moderate
29.7,58.7,2.5,8.3,25.6,22,0.55,10,300,Hazardous
16.2,64.1,43.5,52.5,10.8,16.9,0.66,3,303,Poor
27.8,47.6,53,63.8,27.3,9.2,0.83,2.3,323,Moderate
27.1,75.8,61.1,65.2,34,22.9,1.03,3.4,270,Poor
21.9,30.4,52.3,54.8,27.2,12.2,0.37,1,259,Moderate
23.4,73.1,42.6,48.5,7.5,31.6,1.14,8.6,324,Good
19.3,51.7,78.3,99.1,18.1,14.7,0.82,4.6,323,Poor
25,60.9,0.1,9,22.8,21.9,0.58,5.3,289,Poor
24.7,65.6,11.7,33,18.9,14.8,0.74,1,323,Poor
31.4,39,1.6,9.5,1.5,17,0.89,8.8,295,Moderate
21.8,88.6,13.1,26.9,19.1,20.5,-0.05,9.9,310,Good
22,54.9,23.4,31.1,41.2,21.7,0.88,7.6,302,Good
24.7,44.8,214.3,219.3,20.6,9.5,1.01,1.8,330,Good
32.8,37.5,38.9,45.9,19.9,20.5,0.85,3.7,272,Moderate
12.8,48.4,7.8,21.4,10.8,8.3,0.68,4.6,306,Poor
31,50,12.1,22.3,30.1,8.5,1.08,16.3,305,Good
23.6,65.4,7.3,15.3,30.3,22,0.7,1.1,271,Good
26.5,72.8,4.9,10.9,32,10.3,0.28,1.1,288,Poor
33.5,68,22.6,25.2,18.4,0.9,0.82,0,308,Hazardous
20.7,65.7,1,4.8,30.7,16,1.1,8.8,312,Good
20,94.4,25,38.3,34.3,12.7,0.23,12.9,310,Good
28.8,64.6,39.8,43.4,6.8,11.1,0.84,0.2,307,Good
22.3,47.8,11.2,17.1,21.1,23.3,0.54,12.5,267,Moderate
17.9,72.3,14.4,26.6,14,13.3,1.27,3.7,308,Moderate
23.1,76,5.4,22.1,20.6,26.1,0.19,10.1,285,Moderate
26.3,45.3,14.8,28.5,11,4.6,0.8,3.9,288,Poor
21.9,88.7,15.8,22.6,18.5,19.4,-0.05,0.5,324,Hazardous
26,50.5,115.2,129.1,4.1,25,0.94,6.9,302,Moderate
26.5,58.5,134.4,134.7,20.6,17.1,0.55,38,295,Good
20.9,53.8,4.8,9,32.2,4.6,1.48,4.7,329,Hazardous
38.1,86.5,44.5,47.6,25.9,12.8,1.28,10,278,Hazardous
45.8,51.1,77.3,90,8.6,2.7,0.86,7.1,311,Good
25.1,60.3,9,18.2,19,14.9,0.92,1,327,Moderate
22.7,57.2,18.1,30.1,36.3,9.3,0.91,5.4,305,Poor
28.2,57.5,30.4,37,21.9,12.2,1.34,11.5,318,Good
25.3,63.3,14.3,25.1,31.1,20.1,0.98,1.7,276,Good
16,56.2,24.3,37.8,28.2,16.2,1.15,1.1,323,Poor
21.4,54.4,2.7,19,16.7,28.2,1.08,2.2,288,Good
26.7,70.8,18.8,28.3,25.5,20.1,1.52,0,291,Good
23.3,58.4,23.8,40.8,16,0,0.59,27.6,281,Moderate
33.8,38.3,1.7,15.8,25.3,8.2,1.11,3.4,294,Hazardous
24.2,59.4,31,39.8,43.8,9.6,0.74,0.7,301,Moderate
28.7,41,13,20.5,4.4,17.2,0.91,6.2,305,Poor
21.4,65.5,35.8,42.9,11.8,25.7,0.84,5,298,Good
28.7,48.6,1.4,13.5,20.1,20.1,0.36,10.7,283,Good
23.1,54,5.6,23.5,33.9,9,1.17,10,269,Good
32.1,49,27,35.7,17.8,3.4,0.97,0.1,294,Good
19.9,71.3,24,32.4,19.2,1.3,0.81,13.1,308,Poor
26.5,59.1,7.3,15.8,24.3,19,1.05,3.3,315,Good
21.7,52,7.2,14.1,23.5,14.6,0.79,8.5,292,Good
24,46.4,29.4,36.4,30,17.3,1.26,0.9,301,Hazardous
15.6,60.2,2.3,8.6,12.7,0,0.54,0.7,314,Poor
27.8,41.3,7,12.1,16.1,15.3,0.72,3.2,303,Poor
31.5,48.4,0.9,12.7,25.5,12.9,0.41,4.1,299,Good
23.7,59.6,15.8,22.6,14.5,2.6,0.83,0.8,267,Good
35.1,65.4,52.7,79.2,24.1,20.9,0.54,11,316,Poor
23.1,90.4,15,15.8,15.5,17.7,0.54,7.2,315,Poor
22.1,60.4,11.7,24.1,19.7,9.2,0.72,1.8,270,Moderate
24.7,31.1,52,55.2,29.1,11.3,0.76,3.7,312,Moderate
23.2,58.3,0.3,13,19.7,9,1.03,1.7,318,Good
29.4,89,35.8,39.4,6.7,13.8,0.79,1,283,Hazardous
23.8,65.1,73.4,88.3,28.8,24.1,0.85,6.9,243,Poor
34,80,7.2,12.2,20.5,14,0.82,0.3,308,Hazardous
25.6,62.8,9.8,21.2,32,12.5,1.5,5.4,299,Moderate
9.7,45.8,13.4,20.4,46.3,7.3,0.78,0.5,283,Poor
27.3,72.3,122.4,134.3,12.8,6.5,0.87,6.6,312,Good
22.4,57.1,18.6,24.6,19.9,17.1,0.95,17.3,312,Good
24.4,69.8,42.2,54.5,28.2,14.5,0.66,14.4,321,Moderate
29.7,69.1,10.7,14.2,15.4,11.2,0.68,1.8,297,Moderate
27.5,79.9,11.2,27,20.4,6.6,0.62,2.2,295,Good
28.5,49.3,26.4,43.2,6,6.3,1.17,4.5,283,Moderate
32.9,48.4,12.7,20.7,9.1,8.7,1.04,0.2,326,Poor
30.3,73.2,28.1,33.8,22.3,10.1,1.02,0.5,311,Good
24.6,76.6,4.2,14.3,67.9,17.6,0.76,1.7,282,Good
23.9,53.3,19.4,38.9,15,22.5,0.56,6.9,299,Good
